Family.ID	Individual.ID	LCL Catalog ID in Coriell system	Paternal.ID	Maternal.ID	Gender	Phenotype	Population	Relationship	Siblings	Second.Order	Third.Order	Other.Comments	id	batch
NA19383	NA19383	GM19383	0	0	1	0	LWK	unrel	0	0	0	0	43	7
GB52	HG02721	HG02721	0	0	1	0	GWD	father	0	0	0	0	55	7
NA20804	NA20804	GM20804	0	0	2	0	TSI	unrel	0	0	0	0	67	7
IBS028	HG01678	HG01678	0	0	1	0	IBS	father	0	0	0	0	79	7
NG109	HG03521	HG03521	0	0	1	0	ESN	father	0	0	0	0	91	7
SL18	HG03212	HG03212	0	0	2	0	MSL	child	0	0	0	0	103	7
IBS021	HG01611	HG01611	HG01610	HG01612	1	0	IBS	child	0	0	0	0	115	7
1355	GM12413	GM12413	0	0	1	0	CEU	pat grandfather	0	0	0	0	127	7
HG00150	HG00150	HG00150	0	0	2	0	GBR	unrel	0	0	0	0	139	7
HG00329	HG00329	HG00329	0	0	1	0	FIN	unrel	0	0	0	0	151	7
SL56	HG03470	HG03470	0	0	2	0	MSL	mother	0	0	"HG03480,HG03484"	0	163	7
SL42	HG03428	HG03428	0	0	2	0	MSL	mother	0	0	HG03457	0	175	7
GB105	HG03026	HG03026	HG03024	HG03025	2	0	GWD	child	0	0	0	0	187	7
HG00143	HG00143	HG00143	0	0	1	0	GBR	unrel	0	0	0	0	199	7
NA20542	NA20542	GM20542	0	0	2	0	TSI	unrel	0	0	0	0	211	7
SL01	HG03053	HG03053	0	HG03052	2	0	MSL	child	0	0	0	0	223	7
Y075	NA19146	GM19146	0	0	1	0	YRI	father	0	0	0	0	235	7
GB24	HG02587	HG02587	HG02585	HG02586	2	0	GWD	child	0	0	0	0	247	7
Y023	NA18855	GM18855	0	0	2	0	YRI	mother	0	0	0	0	259	7
NG78	HG03311	HG03311	0	0	1	0	ESN	father	0	0	0	0	271	7
NG49	HG03168	HG03168	0	0	2	0	ESN	mother	0	0	0	0	283	7
HG00267	HG00267	HG00267	0	0	1	0	FIN	unrel	0	0	0	0	295	7
HG00185	HG00185	HG00185	0	0	1	0	FIN	unrel	0	0	0	0	307	7
SL56i	HG03469	HG03469	0	0	1	0	MSL	father	0	0	0	0	319	7
NA20774	NA20774	GM20774	0	0	2	0	TSI	unrel	0	0	0	0	331	7
NA20517	NA20517	GM20517	0	0	2	0	TSI	unrel	0	0	0	0	343	7
SL25	HG03380	HG03380	0	0	2	0	MSL	mother	0	0	HG03383	0	355	7
SL61	HG03486	HG03486	HG03484	HG03485	2	0	MSL	child	0	0	0	0	367	7
NA20510	NA20510	GM20510	0	0	1	0	TSI	unrel	0	0	0	0	379	7
SL22	HG03224	HG03224	0	0	1	0	MSL	child	0	0	0	0	391	7
GB29	HG02613	HG02613	0	0	1	0	GWD	father	0	0	0	0	403	7
HG03432	HG03432	HG03432	0	0	1	0	MSL	unrel	0	0	0	0	415	7
SL03	HG03059	HG03059	0	HG03058	1	0	MSL	child	0	0	0	0	427	7
13291	GM07037	GM07037	0	0	2	0	CEU	pat grandmother	0	0	0	0	439	7
GB93	HG02895	HG02895	0	0	1	0	GWD	father	0	0	0	0	451	7
Y072	NA19154	GM19154	NA19153	NA19152	1	0	YRI	child	0	NA19104	0	0	463	7
HG03548	HG03548	HG03548	0	0	2	0	MSL	unrels	0	0	0	0	475	7
NA19332	NA19332	GM19332	0	0	2	0	LWK	unrel	0	0	0	0	487	7
HG03461	HG03461	HG03461	0	0	2	0	MSL	unrels	0	0	0	0	499	7
IBS056	HG02221	HG02221	0	0	1	0	IBS	father	0	0	0	0	511	7
HG00382	HG00382	HG00382	0	0	1	0	FIN	unrel	0	0	0	0	523	7
HG00142	HG00142	HG00142	0	0	1	0	GBR	unrel	0	0	0	0	535	7
NG59	HG03199	HG03199	0	0	1	0	ESN	father	0	0	0	0	547	7
HG00336	HG00336	HG00336	0	0	1	0	FIN	unrel	0	0	0	0	559	7
GB65	HG02813	HG02813	0	0	1	0	GWD	father	0	0	0	0	571	7
HG03472	HG03472	HG03472	0	0	1	0	MSL	unrel	0	0	0	0	583	7
NA19360	NA19360	GM19360	0	0	1	0	LWK	unrel	0	0	0	0	595	7
1353	GM12489	GM12489	0	0	2	0	CEU	mat grandmother	0	0	0	0	8	8
GB31	HG02622	HG02622	HG02620	HG02621	2	0	GWD	child	0	0	0	0	20	8
SL51	HG03456	HG03456	HG03454	HG03455	1	0	MSL	child	0	0	0	0	32	8
HG00367	HG00367	HG00367	0	0	2	0	FIN	unrel	0	0	0	0	44	8
Y010	NA18511	GM18511	0	0	2	0	YRI	mother	0	0	0	0	56	8
NG92	HG03351	HG03351	0	0	2	0	ESN	mother	0	0	0	0	68	8
HG00310	HG00310	HG00310	0	0	1	0	FIN	unrel	0	0	0	0	80	8
IBS002	HG01504	HG01504	0	0	2	0	IBS	mother	0	0	0	0	92	8
IBS023	HG01605	HG01605	0	0	2	0	IBS	mother	0	0	0	0	104	8
SL02	HG03056	HG03056	HG03054	HG03055	1	0	MSL	child	0	0	0	0	116	8
NA20783	NA20783	GM20783	0	0	1	0	TSI	unrel	0	0	0	0	128	8
HG00315	HG00315	HG00315	0	0	2	0	FIN	unrel	0	0	0	0	140	8
NG27	HG03104	HG03104	HG03103	0	2	0	ESN	child	0	0	0	0	152	8
NA19308	NA19308	GM19308	0	0	1	0	LWK	unrel	0	0	0	0	164	8
NG68	HG03280	HG03280	0	0	1	0	ESN	father	0	0	0	0	176	8
IBS010	HG01529	HG01529	HG01527	HG01528	1	0	IBS	child	0	0	0	0	188	8
NA19041	NA19041	GM19041	0	0	1	0	LWK	unrel	0	0	0	0	200	8
NA20761	NA20761	GM20761	0	0	2	0	TSI	unrel	0	0	0	0	212	8
1347	GM11881	GM11881	0	0	1	0	CEU	mat grandfather	0	0	0	0	224	8
Y057	NA19225	GM19225	0	0	2	0	YRI	mother	0	0	0	0	236	8
HG00103	HG00103	HG00103	0	0	1	0	GBR	unrel	0	0	0	0	248	8
HG00278	HG00278	HG00278	0	0	1	0	FIN	unrel	0	0	0	0	260	8
HG00171	HG00171	HG00171	0	0	2	0	FIN	unrel	0	0	0	0	272	8
Y116	NA19235	GM19235	0	0	2	0	YRI	mother	0	0	0	0	284	8
HG00372	HG00372	HG00372	0	0	1	0	FIN	unrel	0	0	0	0	296	8
NA19371	NA19371	GM19371	0	0	1	0	LWK	unrel	0	0	0	0	308	8
NG23	HG02973	HG02973	0	0	1	0	ESN	father	0	0	0	0	320	8
HG00102	HG00102	HG00102	0	0	2	0	GBR	unrel	0	0	0	0	332	8
HG03398	HG03398	HG03398	0	0	2	0	MSL	unrels	0	0	0	0	344	8
NA19372	NA19372	GM19372	0	0	1	0	LWK	unrel	0	0	0	0	356	8
HG00101	HG00101	HG00101	0	0	1	0	GBR	unrel	0	0	0	0	368	8
SL05	HG03065	HG03065	HG03063	HG03064	1	0	MSL	child	0	0	0	0	380	8
NA19448	NA19448	GM19448	0	0	1	0	LWK	unrel	0	0	0	0	392	8
GB90	HG02887	HG02887	0	0	1	0	GWD	father	0	0	0	0	404	8
Y071	NA19140	GM19140	0	0	2	0	YRI	mother	0	0	0	0	416	8
HG00325	HG00325	HG00325	0	0	1	0	FIN	unrel	0	0	0	0	428	8
NA20585	NA20585	GM20585	0	0	2	0	TSI	unrel	0	0	0	0	440	8
SL24	HG03376	HG03376	0	0	1	0	MSL	father	0	HG03402	0	0	452	8
HG00364	HG00364	HG00364	0	0	2	0	FIN	unrel	0	0	0	0	464	8
NG36	HG03131	HG03131	HG03130	HG03129	1	0	ESN	child	0	0	0	0	476	8
HG00350	HG00350	HG00350	0	0	2	0	FIN	unrel	0	0	0	0	488	8
NA20821	NA20821	GM20821	0	0	2	0	TSI	unrel	0	0	0	0	500	8
HG00274	HG00274	HG00274	0	0	2	0	FIN	unrel	0	0	0	0	512	8
NA20822	NA20822	GM20822	0	0	2	0	TSI	unrel	0	0	0	0	524	8
LWK003	NA19432	GM19432	0	0	2	0	LWK	unrel	0	0	0	0	536	8
HG00246	HG00246	HG00246	0	0	1	0	GBR	unrel	0	0	0	0	548	8
GB62	HG02806	HG02806	HG02804	HG02805	2	0	GWD	child	0	0	0	0	560	8
Y018	NA18854	GM18854	NA18853	NA18852	1	0	YRI	child	0	0	0	0	572	8
NA20818	NA20818	GM20818	0	0	2	0	TSI	unrel	0	0	0	0	584	8
1456	GM12818	GM12818	GM12829	GM12830	2	0	CEU	mother	0	0	0	0	596	8
Y073	NA19150	GM19150	0	0	1	0	YRI	father	0	0	0	0	9	9
HG00338	HG00338	HG00338	0	0	1	0	FIN	unrel	0	0	0	0	21	9
HG00311	HG00311	HG00311	0	0	1	0	FIN	unrel	0	0	0	0	33	9
Y017	NA18872	GM18872	NA18871	NA18870	1	0	YRI	child	0	0	0	0	45	9
HG03437	HG03437	HG03437	0	0	2	0	MSL	unrels	0	0	0	0	57	9
HG00257	HG00257	HG00257	0	0	2	0	GBR	unrel	0	0	0	0	69	9
HG00282	HG00282	HG00282	0	0	2	0	FIN	unrel	0	0	0	0	81	9
HG00177	HG00177	HG00177	0	0	2	0	FIN	unrel	0	0	0	0	93	9
NA20535	NA20535	GM20535	0	0	2	0	TSI	unrel	0	0	0	0	105	9
GB73	HG02836	HG02836	0	0	1	0	GWD	father	0	0	0	0	117	9
HG00110	HG00110	HG00110	0	0	2	0	GBR	unrel	0	0	0	0	129	9
Y048	NA19203	GM19203	0	0	1	0	YRI	father	NA19184	NA19186	0	0	141	9
GB88	HG02883	HG02883	HG02881	HG02882	1	0	GWD	child	0	0	0	0	153	9
HG01789	HG01789	HG01789	0	0	1	0	GBR	unrel	0	0	0	0	165	9
HG00252	HG00252	HG00252	0	0	1	0	GBR	unrel	0	0	0	0	177	9
HG00138	HG00138	HG00138	0	0	1	0	GBR	unrel	0	0	0	0	189	9
NA19327	NA19327	GM19327	0	0	2	0	LWK	unrel	0	0	0	0	201	9
NA20528	NA20528	GM20528	0	0	1	0	TSI	unrel	0	0	0	0	213	9
IBS054	HG01785	HG01785	0	0	1	0	IBS	father	0	0	0	0	225	9
1375	GM12234	GM12234	0	0	2	0	CEU	mat grandmother	0	0	0	0	237	9
GBR002	HG00146	HG00146	0	0	2	0	GBR	child	HG00147	0	0	0	249	9
NA19346	NA19346	GM19346	0	0	1	0	LWK	unrel	0	0	0	0	261	9
NA19398	NA19398	GM19398	0	0	2	0	LWK	unrel	0	0	0	0	273	9
1416	GM12249	GM12249	0	0	2	0	CEU	pat grandmother	0	0	0	0	285	9
IBS057	HG02224	HG02224	0	0	1	0	IBS	father	0	0	0	0	297	9
Y045	NA19202	GM19202	NA19200	NA19201	2	0	YRI	child	0	0	0	0	309	9
NA19042	NA19042	GM19042	0	0	2	0	LWK	unrel	0	0	0	0	321	9
Y006	NA19109	GM19109	NA19107	NA19108	2	0	YRI	child	0	0	0	0	333	9
NA20827	NA20827	GM20827	0	0	1	0	TSI	unrel	0	0	0	0	345	9
1346	GM10857	GM10857	GM12043	GM12044	1	0	CEU	father	0	0	0	0	357	9
HG00280	HG00280	HG00280	0	0	1	0	FIN	unrel	0	0	0	0	369	9
Y004	NA18502	GM18502	0	0	2	0	YRI	mother	0	0	0	0	381	9
IBS034	HG01695	HG01695	0	0	2	0	IBS	mother	0	0	0	0	393	9
NA19328	NA19328	GM19328	0	0	2	0	LWK	unrel	0	0	0	0	405	9
SL35	HG03410	HG03410	0	0	2	0	MSL	mother	0	0	0	0	417	9
NA19038	NA19038	GM19038	0	0	2	0	LWK	unrel	0	0	0	0	429	9
SL14	HG03091	HG03091	0	0	2	0	MSL	mother	0	0	0	0	441	9
HG00277	HG00277	HG00277	0	0	1	0	FIN	unrel	0	0	0	0	453	9
IBS029	HG01681	HG01681	HG01680	HG01679	2	0	IBS	child	0	0	0	0	465	9
SL17	HG03209	HG03209	0	0	1	0	MSL	child	0	0	0	0	477	9
HG00339	HG00339	HG00339	0	0	2	0	FIN	unrel	0	0	0	0	489	9
NA19352	NA19352	GM19352	0	0	1	0	LWK	unrel	NA19347	0	0	0	501	9
NG57	HG03194	HG03194	HG03193	0	1	0	ESN	child	0	0	0	0	513	9
HG00378	HG00378	HG00378	0	0	2	0	FIN	unrel	0	0	0	0	525	9
NA19475	NA19475	GM19475	0	0	2	0	LWK	unrel	0	0	0	0	537	9
Y016	NA18521	GM18521	NA18522	NA18523	1	0	YRI	child	0	0	0	0	549	9
GB38	HG02646	HG02646	0	0	2	0	GWD	mother	0	0	0	0	561	9
GB50	HG02717	HG02717	HG02715	HG02716	1	0	GWD	child	0	0	0	0	573	9
HG00381	HG00381	HG00381	0	0	2	0	FIN	unrel	0	0	0	0	585	9
NA20832	NA20832	GM20832	0	0	2	0	TSI	unrel	0	0	0	0	597	9
NA19373	NA19373	GM19373	0	0	1	0	LWK	unrel	NA19374	0	0	0	10	10
Y060	NA19119	GM19119	0	0	1	0	YRI	father	0	0	0	0	22	10
SL59	HG03479	HG03479	0	0	2	0	MSL	mother	0	0	0	0	34	10
NA20815	NA20815	GM20815	0	0	1	0	TSI	unrel	0	0	0	0	46	10
NA20765	NA20765	GM20765	0	0	1	0	TSI	unrel	0	0	0	0	58	10
1421	GM12286	GM12286	0	0	1	0	CEU	mat grandfather	0	0	0	0	70	10
GB35	HG02635	HG02635	0	0	2	0	GWD	mother	0	0	0	0	82	10
NG51	HG03176	HG03176	HG03175	0	1	0	ESN	child	0	0	0	0	94	10
13292	GM07014	GM07014	GM07051	GM07031	2	0	CEU	mother	0	0	0	0	106	10
HG03442	HG03442	HG03442	0	0	1	0	MSL	unrel	0	0	0	0	118	10
HG03378	HG03378	HG03378	0	0	2	0	MSL	unrel	0	0	0	0	130	10
GB15	HG02461	HG02461	0	0	1	0	GWD	father	0	0	0	0	142	10
HG03460	HG03460	HG03460	0	0	1	0	MSL	unrels	0	0	0	0	154	10
NG64	HG03269	HG03269	HG03268	HG03267	1	0	ESN	child	0	0	0	0	166	10
IBS044	HG01756	HG01756	0	0	1	0	IBS	father	0	0	0	0	178	10
IBS024	HG01602	HG01602	0	0	2	0	IBS	mother	0	0	0	0	190	10
HG00159	HG00159	HG00159	0	0	1	0	GBR	unrel	0	0	0	0	202	10
HG00258	HG00258	HG00258	0	0	2	0	GBR	unrel	0	0	0	0	214	10
HG03462	HG03462	HG03462	0	0	1	0	MSL	unrel	0	0	0	0	226	10
Y050	NA19211	GM19211	NA19210	NA19209	1	0	YRI	child	0	0	0	0	238	10
HG00318	HG00318	HG00318	0	0	2	0	FIN	unrel	0	0	0	0	250	10
IBS039	HG01711	HG01711	HG01709	HG01710	2	0	IBS	child	0	0	0	0	262	10
NA19338	NA19338	GM19338	0	0	2	0	LWK	unrel	0	0	0	0	274	10
NG106	HG03511	HG03511	0	0	2	0	ESN	mother	0	0	0	0	286	10
IBS003	HG01506	HG01506	0	0	1	0	IBS	father	0	0	0	0	298	10
NG58	HG03197	HG03197	HG03196	HG03195	1	0	ESN	child	0	0	0	0	310	10
NA19019	NA19019	GM19019	0	0	2	0	LWK	unrel	0	0	0	0	322	10
NG45	HG03157	HG03157	0	0	1	0	ESN	father	0	0	0	0	334	10
GB112	HG03045	HG03045	0	0	1	0	GWD	father	0	0	0	0	346	10
HG00188	HG00188	HG00188	0	0	1	0	FIN	unrel	0	0	0	0	358	10
IBS011	HG01531	HG01531	0	0	2	0	IBS	mother	0	0	0	0	370	10
13281	GM12347	GM12347	0	0	1	0	CEU	pat grandfather	0	0	0	0	382	10
NA20764	NA20764	GM20764	0	0	2	0	TSI	unrel	0	0	0	0	394	10
GB114	HG03241	HG03241	0	0	2	0	GWD	mother	0	0	0	0	406	10
1421a	GM12283	GM12283	0	0	2	0	CEU	pat grandmother	0	0	0	0	418	10
HG00346	HG00346	HG00346	0	0	2	0	FIN	unrel	0	0	0	0	430	10
NG47	HG03163	HG03163	0	0	1	0	ESN	father	0	0	0	0	442	10
HG03060	HG03060	HG03060	0	0	1	0	MSL	unrel	0	0	0	0	454	10
NA20785	NA20785	GM20785	0	0	1	0	TSI	unrel	0	0	0	0	466	10
HG00342	HG00342	HG00342	0	0	1	0	FIN	unrel	0	0	0	0	478	10
Y105	NA19100	GM19100	NA19098	NA19099	2	0	YRI	child	0	0	0	0	490	10
HG00356	HG00356	HG00356	0	0	2	0	FIN	unrel	0	0	0	0	502	10
NA19030	NA19030	GM19030	0	0	2	0	LWK	unrel	0	0	0	0	514	10
NA20808	NA20808	GM20808	0	0	2	0	TSI	unrel	0	0	0	0	526	10
HG00355	HG00355	HG00355	0	0	2	0	FIN	unrel	0	0	0	0	538	10
NA20524	NA20524	GM20524	0	0	1	0	TSI	unrel	0	0	0	0	550	10
HG00098	HG00098	HG00098	0	0	1	0	GBR	unrel	0	0	0	0	562	10
Y044	NA19177	GM19177	NA19175	NA19176	1	0	YRI	child	0	0	0	0	574	10
HG00174	HG00174	HG00174	0	0	2	0	FIN	unrel	0	0	0	0	586	10
HG00271	HG00271	HG00271	0	0	1	0	FIN	unrel	0	0	0	0	598	10
HG00253	HG00253	HG00253	0	0	2	0	GBR	unrel	0	0	0	0	11	11
HG00319	HG00319	HG00319	0	0	2	0	FIN	unrel	0	0	0	0	23	11
NA19317	NA19317	GM19317	0	0	1	0	LWK	unrel	0	0	0	0	35	11
NG97	HG03368	HG03368	HG03367	HG03366	1	0	ESN	child	0	0	0	0	47	11
NG39	HG03140	HG03140	HG03139	0	2	0	ESN	child	0	0	0	0	59	11
IBS035	HG01697	HG01697	0	0	2	0	IBS	mother	0	0	0	0	71	11
NA19320	NA19320	GM19320	0	0	2	0	LWK	unrel	0	0	0	0	83	11
NA20778	NA20778	GM20778	0	0	1	0	TSI	unrel	0	0	0	0	95	11
HG00242	HG00242	HG00242	0	0	1	0	GBR	unrel	0	0	0	0	107	11
GBR003	HG00158	HG00158	0	0	2	0	GBR	mother	0	0	0	0	119	11
HG00268	HG00268	HG00268	0	0	2	0	FIN	unrel	0	0	0	0	131	11
HG00380	HG00380	HG00380	0	0	2	0	FIN	unrel	0	0	0	0	143	11
GB27	HG02595	HG02595	0	0	2	0	GWD	mother	0	0	0	0	155	11
GB110	HG03040	HG03040	0	0	2	0	GWD	mother	0	0	0	0	167	11
NG98	HG03371	HG03371	HG03370	HG03369	1	0	ESN	child	0	0	0	0	179	11
NA19440	NA19440	GM19440	0	0	2	0	LWK	unrel	0	0	0	0	191	11
1463	GM12877	GM12877	GM12889	GM12890	1	0	CEU	father; child	0	0	0	0	203	11
SL13	HG03088	HG03088	0	0	2	0	MSL	mother	0	0	0	0	215	11
HG03549	HG03549	HG03549	0	0	2	0	MSL	unrel	0	0	0	0	227	11
Y029	NA18915	GM18915	0	0	1	0	YRI	father	0	0	0	0	239	11
HG00285	HG00285	HG00285	0	0	2	0	FIN	unrel	0	0	0	0	251	11
IBS019	HG01616	HG01616	HG01617	HG01618	2	0	IBS	child	0	0	0	0	263	11
1330	GM12335	GM12335	GM12340	GM12341	1	0	CEU	father	0	0	0	0	275	11
HG00308	HG00308	HG00308	0	0	1	0	FIN	unrel	0	0	0	0	287	11
IBS022	HG01608	HG01608	0	0	1	0	IBS	father	0	0	0	0	299	11
IBS059	HG02229	HG02229	HG02231	HG02230	2	0	IBS	child	0	0	0	0	311	11
NA20801	NA20801	GM20801	0	0	1	0	TSI	unrel	0	0	0	0	323	11
HG00157	HG00157	HG00157	0	0	1	0	GBR	unrel	0	0	0	0	335	11
HG03171	HG03171	HG03171	0	0	2	0	ESN	unrel	0	0	0	0	347	11
IBS030	HG01683	HG01683	HG01682	HG01684	1	0	IBS	child	0	0	0	0	359	11
Y079	NA19115	GM19115	NA19113	NA19114	2	0	YRI	child	0	0	0	0	371	11
Y033	NA18923	GM18923	0	0	1	0	YRI	father	0	0	0	0	383	11
HG00273	HG00273	HG00273	0	0	1	0	FIN	unrel	0	0	0	0	395	11
HG00337	HG00337	HG00337	0	0	2	0	FIN	unrel	0	0	0	0	407	11
HG00189	HG00189	HG00189	0	0	1	0	FIN	unrel	0	0	0	0	419	11
NG108	HG03517	HG03517	0	0	2	0	ESN	mother	0	0	0	0	431	11
NG24	HG02977	HG02977	0	0	1	0	ESN	father	0	0	0	0	443	11
HG03086	HG03086	HG03086	0	0	2	0	MSL	unrel	0	0	0	0	455	11
NG48	HG03167	HG03167	HG03166	0	1	0	ESN	child	0	0	0	0	467	11
Y012	NA18859	GM18859	0	0	1	0	YRI	father	0	0	0	0	479	11
Y035	NA19199	GM19199	NA19198	NA19197	2	0	YRI	child	0	0	0	0	491	11
GB79	HG02854	HG02854	0	0	1	0	GWD	father	0	0	0	0	503	11
SL38	HG03419	HG03419	0	0	2	0	MSL	mother	0	0	0	0	515	11
Y042	NA19102	GM19102	0	0	2	0	YRI	mother	0	0	0	0	527	11
SL10	HG03079	HG03079	0	0	2	0	MSL	mother	0	0	0	0	539	11
NG46	HG03159	HG03159	0	0	2	0	ESN	mother	0	0	0	0	551	11
SL66	HG03559	HG03559	0	0	1	0	MSL	father	0	0	0	0	563	11
HG00117	HG00117	HG00117	0	0	1	0	GBR	unrel	0	0	0	0	575	11
HG00313	HG00313	HG00313	0	0	2	0	FIN	unrel	0	0	0	0	587	11
HG00269	HG00269	HG00269	0	0	2	0	FIN	unrel	0	0	0	0	599	11
HG03074	HG03074	HG03074	0	0	1	0	MSL	unrel	0	0	0	0	12	12
GB91	HG02892	HG02892	HG02890	HG02891	1	0	GWD	child	0	0	0	0	24	12
GB67	HG02819	HG02819	0	0	1	0	GWD	father	0	0	0	0	36	12
HG00107	HG00107	HG00107	0	0	1	0	GBR	unrel	0	0	0	0	48	12
Y111	NA19189	GM19189	0	0	1	0	YRI	father	0	0	0	0	60	12
HG00345	HG00345	HG00345	0	0	1	0	FIN	unrel	0	0	0	0	72	12
Y043	NA19139	GM19139	NA19138	NA19137	1	0	YRI	child	0	0	0	0	84	12
GB20	HG02568	HG02568	0	0	2	0	GWD	mother	0	0	0	0	96	12
GB97	HG02984	HG02984	HG02982	HG02983	1	0	GWD	child	0	0	0	0	108	12
NG56	HG03189	HG03189	0	0	2	0	ESN	mother	0	0	0	0	120	12
NA19384	NA19384	GM19384	0	0	1	0	LWK	unrel	0	0	NA19025	0	132	12
1349	GM10854	GM10854	GM11839	GM11840	2	0	CEU	mother	0	0	0	0	144	12
NA20795	NA20795	GM20795	0	0	2	0	TSI	unrel	0	0	0	0	156	12
HG00190	HG00190	HG00190	0	0	1	0	FIN	unrel	0	0	0	0	168	12
GB64	HG02811	HG02811	0	0	2	0	GWD	mother	0	0	0	0	180	12
1423	GM11920	GM11920	0	0	2	0	CEU	mat grandmother	0	0	0	0	192	12
NG12	HG02941	HG02941	0	0	1	0	ESN	father	0	0	0	0	204	12
NA19359	NA19359	GM19359	0	0	1	0	LWK	unrel	0	0	0	0	216	12
HG00357	HG00357	HG00357	0	0	2	0	FIN	unrel	0	0	0	0	228	12
1377	GM10865	GM10865	GM11891	GM11892	1	0	CEU	father	0	0	0	0	240	12
HG00187	HG00187	HG00187	0	0	1	0	FIN	unrel	0	0	0	0	252	12
HG00108	HG00108	HG00108	0	0	1	0	GBR	unrel	0	0	0	0	264	12
HG00377	HG00377	HG00377	0	0	2	0	FIN	unrel	0	0	0	0	276	12
SL34	HG03408	HG03408	0	0	1	0	MSL	child	0	0	0	0	288	12
Y010a	NA18510	GM18510	0	0	1	0	YRI	not father	0	0	0	0	300	12
NG20	HG02965	HG02965	0	0	1	0	ESN	father	0	0	0	0	312	12
Y028	NA18913	GM18913	0	NA19238	1	0	YRI	father	0	NA19240	0	0	324	12
NA19380	NA19380	GM19380	0	0	1	0	LWK	unrel	0	NA19382	0	0	336	12
HG00262	HG00262	HG00262	0	0	2	0	GBR	unrel	0	0	0	0	348	12
NG75	HG03302	HG03302	HG03301	HG03300	1	0	ESN	child	0	0	0	0	360	12
HG00320	HG00320	HG00320	0	0	2	0	FIN	unrel	0	0	0	0	372	12
NG06	HG02924	HG02924	HG02923	HG02922	1	0	ESN	child	0	0	0	0	384	12
HG03431	HG03431	HG03431	0	0	2	0	MSL	unrel	0	0	0	0	396	12
NA20769	NA20769	GM20769	0	0	2	0	TSI	unrel	0	0	0	0	408	12
GBR004	HG00247	HG00247	0	0	2	0	GBR	mother	0	0	0	0	420	12
SL54	HG03465	HG03465	0	HG03464	1	0	MSL	child	0	0	0	0	432	12
HG00113	HG00113	HG00113	0	0	1	0	GBR	unrel	0	0	0	0	444	12
HG03565	HG03565	HG03565	0	0	1	0	MSL	unrel	0	0	0	0	456	12
Y120	NA19248	GM19248	0	0	1	0	YRI	father	0	0	0	0	468	12
GB53	HG02757	HG02757	0	0	2	0	GWD	mother	0	0	0	0	480	12
NA19355	NA19355	GM19355	0	0	2	0	LWK	unrel	0	0	0	0	492	12
NG72	HG03293	HG03293	0	HG03291	1	0	ESN	child	0	0	0	0	504	12
GB74	HG02841	HG02841	HG02839	HG02840	2	0	GWD	child	0	0	0	0	516	12
IBS025	HG01669	HG01669	0	0	1	0	IBS	father	0	0	0	0	528	12
NG25	HG02981	HG02981	0	0	1	0	ESN	father	0	0	0	0	540	12
Y026	NA18864	GM18864	0	0	2	0	YRI	mother	0	0	0	0	552	12
NA20826	NA20826	GM20826	0	0	2	0	TSI	unrel	0	0	0	0	564	12
NA20772	NA20772	GM20772	0	0	2	0	TSI	unrel	0	0	0	0	576	12
HG00149	HG00149	HG00149	0	0	1	0	GBR	unrel	0	0	0	0	588	12
IBS047	HG01765	HG01765	0	0	1	0	IBS	father	0	0	0	0	600	12
